label,pmid,sentence,design
0,29016488,Deaf women are not at increased risk of the majority of adverse pregnancy and neonatal outcomes.,Retrospective
2,23808896,Decision makers should decide whether the clinical benefits of integrated care on the short term outweigh the higher costs compared to usual care.,RCT
1,19475577,Decreasing the operative time and adding simplicity to the already complicated procedure are additional values of using this procedure.,RCT
1,23622562,Deep anterior lamellar keratoplasty surgery is a viable option for macular corneal dystrophy without endothelial involvement.,RCT
0,28544032,Deferiprone-containing chelating agent may have a protective effect.,Prospective
0,28302157,Deficient medical records could have implications for diagnosis and treatment of IBC and proper documentation of cases in cancer registries.,Case-Control
0,28648618,"Definitively, patients preferred H-s.c. as reported in early stage by PrefHer study.",RCT
1,22577038,"Depending on availability, either compound can be used as an adjuvant for pain control in this setting.",RCT
1,24233069,"Depending on the circumstances of the procedure and the experience of the operator, either gauge may be appropriate for an LP in a child.",RCT
1,30477773,"Depending on the need for anchorage reinforcement, miniscrews can be inserted at the beginning of treatment or when space closure starts.",RCT
2,29524473,"Depending on the type of guidance used, parents are in need of different supporting strategies to enhance positive parent-child interplay.",RCT
2,17199056,Depression screening and systematic depression treatment should become routine components of diabetes care.,RCT
0,28247321,Depression severity before surgery and changes in depression scores  were found to be major predictors of HRQoL after bariatric surgery.,Prospective
0,19808912,Depression was a major confounder and may have important implications for future trials on painful DPN.,RCT
0,28027862,"Depression was one of the predictors of perceived cognitive decline, but it was not significant for objectively measured cognitive function.",Cross-Sectional
0,30191868,"Depression, anxiety, and fatigue remain common in long-term survivors and are highly correlated with QoL.",Cross-Sectional
2,22879464,"Dermatologists should consider the EARP for patients attending clinics, as it correlates well with early PsA diagnosis.",RCT
2,22682718,"Despite  low education levels and computer experience, findings suggest that immediate parental knowledge was enhanced supporting the need for a more rigorous evaluation of this technology and its impact on health behaviors.",RCT
0,28166728,"Despite access to Xpert, the majority of children with presumptive TB were treated based on clinical diagnosis.",Retrospective
0,28534343,"Despite an encouraging outcome based on anatomical data in advanced  PDR treated with vitrectomy and SO, the functional prognosis was not satisfying for patients.",Retrospective
0,27498215,"Despite an overall detectable association in the meta-analysis, considerable heterogeneity existed between studies.",Prospective
0,27358299,"Despite both groups achieving target daily weight gain after attaining full feeds, growth failure continued to be a problem after stage 1 procedures.",RCT
0,29016514,"Despite continuous access to health insurance, publicly insured women were less likely than privately insured women to receive a preconception consult-an evidence-based intervention known to improve pregnancy outcomes.",Retrospective
1,25234563,"Despite growing availability of direct assays and increasing evidence of non-HDL-C utility, the Friedewald equation may offer better clinical utility for CVD prevention, especially in the screening of apparently healthy individuals.",Retrospective
0,29016512,"Despite high rates of cesarean delivery in women with superobesity, labor is associated with lower composite maternal and neonatal morbidity.",Retrospective
0,24704923,"Despite of the documented strong inverse relationships between Diabetes Mellitus (DM) and male/female fertility, and also between IR and female  infertility via ovarian functions as in polycystic ovary syndrome, to our knowledge, there is no report about any influence of IR on male fertility.",Prospective
0,25238805,"Despite previously reported and perceived risks associated with diabetes, we found little difference in terms of perioperative risk among geriatric patients with hip fracture with noninsulin-dependent or insulin-dependent diabetes relative to patients without diabetes.",Case-Control
0,27436849,"Despite robust methodology, real-life data are exposed to important potential biases, and therefore, results need to be treated with caution.",Case-Control
2,26139486,"Despite routine clinical use of ES devices, knowledge degrades overtime, suggesting the need for ongoing formal educational activities to reinforce curricular objectives.",RCT
0,27589260,"Despite routine oral VtD supplementation, most patients did not achieve satisfactory status.",Prospective
0,27494444,"Despite statin therapy, high LDL-C levels and rates of possible and  probable FH were observed in some countries.",Cross-Sectional
0,26875999,"Despite the apparent growth response in HIV-infected children after initiation of HAART, moderate and severe underweight are both independent predictors of a positive shift.",Retrospective
0,22149639,"Despite the fact that the present work shares some limitations mainly because of its cross-sectional design, the classification and regression tree approach has clearly demonstrated the interrelation between nutritional services and the health care system towards achieving benefits among the elders  quality of life.",Cross-Sectional
0,16719900,"Despite the fact that this study found that system barriers to routine advising were less of a problem than other previous research has indicated, this issue still remains a challenge.",Cross-Sectional
0,27473934,"Despite the minor complications reviewed, the degree of satisfaction of the patients is very high.",Retrospective
0,18765042,"Despite the perception that haptic feedback is important in laparoscopic simulation training, its absence in the virtual reality device did not impede acquisition of skill.",RCT
0,28704103,"Despite the use of current rapid-acting insulin analogues, patients who dose PostP are characterized by poorer glycemic control in all patients and a greater prevalence of history of severe hypoglycemia and diabetic  ketoacidosis in children.",Cross-Sectional
0,23541544,"Despite this, minor proximal migration still occurs in up to one quarter of fenestrated endovascular repair patients by 4 years.",Prospective
0,27822766,"Despite this, overall satisfaction and perception of success of the procedure reduced markedly.",Prospective
1,28865067,Detecting compliance predictors could help in the planning of early interventions to improve CPAP adherence.,RCT
1,27380508,Detection and treatment of secondary lipid targets such as high TG and low HDL-C levels may be important for the prevention of cardiovascular diseases.,Retrospective
2,16532084,Detection of such persons through deliberate screening in military community studies should help to alleviate the symptoms since good intervention methods are now available.,Retrospective
1,22268285,Detection of these functional and/or structural abnormalities are important in predicting prognosis.,Prospective
0,28902873,"Determining sarcopenia at the bedside was feasible in postoperative hip fracture patients by using grip strength, estimation of muscle mass by anthropometry and self-reported mobility.",Cross-Sectional
0,26504794,Determining the suitability of OPG and TRAIL as predictive markers in AF requires further prospective studies.,Prospective
0,28844155,Detrimental safety profile in pooled analysis supports current warnings.,Prospective
1,25979573,Developing and applying interventions to enhance self-efficacy may help to sever the link between Type D personality and poor outcomes.,RCT
1,28113118,"Developing and targeting overdose prevention education programs that provide information on risk factors and ways to identify overdose, as well as effective responses, including naloxone use and rescue breathing, for more frequently injecting networks may help reduce opioid morbidity and mortality in these most at risk groups.",RCT
1,30110685,Development of this calculator based on these findings can be used to identify potential placebo responders.,RCT
0,25613442,Diabetes mellitus and first-degree family history of cancer are associated with an increased risk of sporadic PNET.,Case-Control
0,27998016,Diabetes mellitus is an independent predictor of OC among those with salivary gland dysfunction.,Case-Control
0,28128727,"Diabetic MN usually presents in ageing and clinically hypertensive patients and is associated with severe global glomerulosclerosis, IFTA, and afferent arterial lesions histologically.",Retrospective
0,27050889,"Diabetic patients have not only a risk of contracting Legionella pneumonia, but also a risk of progression.",Case-Control
0,28859133,"Diabetic PD patients with retinopathy were at two times risk for overall cognitive impairment, executive dysfunction, impaired immediate memory and visuospatial skill as compared to non-diabetic PD patients.",Cross-Sectional
0,27884381,Diabetics and controls exhibited increased adiponectin levels due to  falciparum malaria but differed in response in terms of leptin levels.,Prospective
2,30173985,"Diagnostic work-up for vallecular cysts should include a detailed medical history, complete head and neck examination including endoscopic examination, and appropriate imaging, as each of these components complements the histopathologic findings.",Retrospective
0,28581356,Diarrhea was more common with pertuzumab than with placebo.,RCT
0,21625173,"Diet may influence the pharmacokinetics of ASA, but effects may be through modulation of glycine conjugation rather than glucuronidation.",Cross-Sectional
2,27268004,Dietary advice by  a dietitian and use of potentially helpful dietary supplements is indicated.,Cross-Sectional
0,28502500,Dietary cholesterol intake did not have an association with LDL-C level or with risk for coronary artery calcification in apparently healthy Korean adults.,Cross-Sectional
1,28499361,"Dietary diversity score is a valid indicator to evaluate micronutrient inadequacy in Chinese children, though there is still room for improvement of the method.",Cross-Sectional
0,25389961,Dietary habits with high TAC showed a stronger inverse association with frailty in elderly Japanese women than the individual foods examined.,Cross-Sectional
0,27075903,"Dietary intake of cholesterol may increase the risk of active tuberculosis, whereas marine n-3 and n-6 FAs may reduce the risk of active tuberculosis in the Chinese population.",Prospective
0,25163395,"Dietary intake of protein, carbohydrate, cholesterol and energy might be not independently associated with PD risk.",Prospective
0,24618133,Dietary intervention was able to maintain body weight and food intake.,Prospective
2,22868828,Dietary interventions aimed at improving diet quality should be targeted to early pregnancy and post-partum.,RCT
0,22948946,"Dietary interventions in older people were effective in maintaining  fruit and fish intake, but this did not lead to a significant reduction in cognitive decline.",RCT
0,23282217,Dietary planning and action control seem to play a major role in the mechanisms that facilitate fruit intake.,RCT
0,21402748,Dietary sodium balance and circulating RAAS activity did not appear to affect this relationship.,Cross-Sectional
0,28651555,Difference in strength of association between isolated diastolic high blood pressure and isolated systolic high blood pressure with body mass index was also found.,RCT
0,28336102,Differences in concentrations of Ï‰-6 fatty acids but not in dietary  linoleic fatty acid or Ï‰-3 fatty acids suggest that altered concentrations are attributed to changes in specific endogenous metabolic pathways.,Case-Control
0,24022377,"Differences in practice during the birth hospitalization may affect outcomes and health care utilization (e.g., readmission) after discharge.",Prospective
0,27543443,Differences seemed more related to preoperative functional and nutritional status.,Case-Control
0,27130638,"Different configurations of the body and, in particular, the hand and wrist system may influence the occurrence and severity of CTS.",Case-Control
0,27298102,Different prognostic factor combinations distinguish high-risk populations of early or late HCC recurrence.,Retrospective
0,27334645,Dilatation was not necessarily linked to an increase of daily caloric intake and  insufficient weight loss during the first 18\xa0months following surgery.,Prospective
1,23017003,"Dilute sodium hypochlorite may represent an efficacious, safe and affordable antimicrobial agent in the prevention and treatment of periodontal disease.",RCT
1,28013124,Directly targeting positive affect in relapse prevention during remission might be a way to enhance treatment effects.,RCT
0,16478369,Discussion focuses on the possible role of locus of attention in motor learning.,RCT
0,23046818,"Disease management services delivered by PCP-NE demonstrated a trend towards add-on improvements in cholesterol control compared to care delivered by physicians alone; however, the improvements were not maintained when the services were withdrawn.",RCT
1,27484590,Distress responses may serve as a risk factor for use of unhealthful feeding practices among mothers with BE and these responses may increase childrens risk for weight gain.,Prospective
0,29046202,"DKA has a high incidence rate in children with type 1 diabetes, and  the development of DKA is associated with age, parents educational level, and family income.",Retrospective
0,24704923,DM and metabolic syndrome (MetS) have negative influence on fertility.,Prospective
0,26794646,DM defined by HbA1c â‰¥ 6.5% is an important determinant of mortality  following surgical treatment for AAA.,Prospective
0,28182632,DM is associated with poor outcomes in patients undergoing hepatectomy.,Prospective
2,28182632,DM should be taken into account cautiously in the management of patients undergoing hepatectomy.,Prospective
0,28549848,DME demonstrated a convincing relationship between BCVA and CRT.,Retrospective
1,22527372,DNA double-strand break assessment may provide a strategy for individualised assessments of radiation.,RCT
0,28351523,Dose parameters  were in harmony with protocol regardless original or GS segmentation.,RCT
0,27959715,Doses of 300 mg or more (in single or multiple doses) significantly reduced levels of PCSK9 and LDL cholesterol for at least 6 months.,RCT
0,19289709,"Double-blind, placebo-controlled studies are needed to verify whether pentoxifylline can improve olfactory sensitivity in patients with olfactory disorders.",Prospective
0,18632241,"Doxycycline should undergo more thorough evaluation as a potential adjuvant treatment to improve the results of EVAR, particularly in certain subgroups.",RCT
0,26445370,"DRD2 exhibits effects on weight gain from normal weight to overweight/obesity in adults, while, FTO is associated to weight gain from adolescence to young adulthood.",Cross-Sectional
1,21930315,Drugs acting as ligands to the PPAR-\xce\xb3 may be potential up-stream therapies for AF prevention.,RCT
1,29746429,Dual-frequency ultrasound may be an additional treatment option for rosacea that is resistant to other treatments.,Retrospective
2,26194728,"Due to inter- and intra-individual variability in respiratory effects, suvorexant should be used with caution in patients with compromised respiratory function, and at the lowest effective dose.",RCT
2,20848004,"Due to its poor retention rate, periodic recalls are necessary, even after 6 months, to eventually replace the lost sealant.",RCT
1,27727268,"Due to its simplicity, the new approach can be used for the treatment of individual animals as well as in mass campaigns.",RCT
0,16236035,"Due to the potential for hypotension, the concomitant use of nitrates and tadalafil is contraindicated.",RCT
0,27540883,Dulaglutide improved glycemic control with the potential for weight loss in Hispanic/Latino patients with T2D.,RCT
0,27540883,Dulaglutide was well tolerated and had a low risk of hypoglycemia when used without insulin secretagogues or insulin.,RCT
0,16549691,Duodenal switch is also associated with a higher morbidity rate than gastric bypass.,Retrospective
0,28455159,Duration of treatment with cSEMSs should be further investigated.,RCT
1,27537756,"During infraclavicular subclavian venous catheterization, interruption of mechanical ventilation does not seem to be necessary for the prevention of pneumothorax.",RCT
1,28391413,"During neoadjuvant therapy for esophageal cancer, self-expanding metal stents are safe and effective in relieving dysphagia and maintaining nutrition.",Prospective
0,15061910,"During the period of SARS epidemic, some of the traders did infect with SARS-CoV, but they were neglected due to clinically inapparent manifestations.",Retrospective
0,25463833,"During the same time period, the weight gain of very preterm infants improved, significantly.",Retrospective
0,27605724,Dyslipidaemia is common in pre-dialysis CKD especially in female and older patients.,Case-Control
1,16680486,"E2 could be used in occupational set as an early biomarker of exposure to urban pollutants, valuable for the group, even before the onset of the related pathologies (adverse pregnancy outcome and mental health disorders).",RCT
0,20486994,Each 1  mg dL(-1) increase in HDL decreased the odds of severe sepsis by 3% during hospitalization.,Case-Control
0,26049938,Each age subgroup presents varied demographic and behavioral factors that put them at varying levels of risk for birth defects.,Cross-Sectional
0,29022292,"Each macular retinal layer and CMT had a tendency to increase for one year after 577-nm PASCAL photocoagulation, whereas the average thickness of retinal pigment epithelium decreased at one-year follow-up compared to the baseline.",Retrospective
2,27494444,Earlier diagnosis and treatment of patients with FH are needed to reduce CHD risk in these patients.,Cross-Sectional
2,28498862,Early detection and referral by both the patient and general practitioner are crucial for optimal foot ulcer healing.,Retrospective
2,27234335,Early detection and treatment of these two diseases need a better implication and motivation of patients and health care providers.,Prospective
0,27155953,Early initiation of EN with currently available energy-rich formulas is insufficient to achieve adequate protein delivery.,Retrospective
1,25150002,Early measurement of these chemokines levels may be helpful in choosing the best pharmacotherapy.,Case-Control
0,28142040,Early menarche and nulliparity mainly impacted luminal tumor risk.,Case-Control
0,29069258,"Early menarche, teenage pregnancy and low education level are risk factors for the occurrence of morbid obesity in women of reproductive age.",Case-Control
0,29032109,Early treatment response  directly correlated with overall change in BCVA.,Retrospective
1,10349194,"Early tube feeding was well tolerated, which permits the conclusion that it is a safe and effective method for nutrition support.",Retrospective
1,21554109,"Easy to standardize and tailor to a variety of populations, this film program may offer an attractive alternative to the more traditional educational control.",RCT
2,26112229,"Eating behavior should be evaluated and followed before and during lifestyle interventions in order to support the change, e.g. by finding methods to control eating at risk situations and strengthening motivation and tolerance to problems.",RCT
2,23400990,"Education initiatives, regulatory maneuvers, and process improvement should be targeted at sites where anesthesiologists do not comply with current guidelines.",RCT
2,22042389,Educational programs should be developed in order to minimize this problem.,Cross-Sectional
1,26965761,"EEN using a jejunal feeding tube in neonates who have undergone a partial gastrectomy for gastric perforation is safe, easy, and has fewer complications than TPN.",Retrospective
0,28302060,EF is poorly recorded in primary care.,Retrospective
2,29089403,Effective and efficient interventions that target children with obesity are necessary and could work in synergy with population-level prevention strategies to accelerate progress in reducing obesity prevalence.,RCT
0,24352869,Effects increased for individuals with more advanced cancer stages.,Case-Control
0,22115646,Effects largely persisted after taking into account mediation by middle-age hypertension.,Retrospective
0,17325606,Effects may be sustained with structural interventions to reduce alcohol use in sexual contexts and support risk reduction behavior changes over the long-term.,RCT
2,29902736,Efforts should be made to raise awareness about the potential of such freely accessible treatment options among GPs and patients.,RCT
2,20710100,Efforts should therefore be made to alleviate the pain associated with menses.,Cross-Sectional
2,16505129,Efforts to improve long-term outcomes of older patients with major depression and/or dysthymia should focus on providing more intensive treatment and follow up for patients with residual depressive symptoms.,RCT
2,25935581,Efforts to improve outcomes should focus on CV disease and early diagnosis and treatment of infection.,RCT
2,26848715,Efforts to prevent fetal growth faltering must begin early in pregnancy and perhaps even before pregnancy.,RCT
0,16520431,Efforts to reduce these adverse events should become a research priority.,Cross-Sectional
0,29100193,EG chemotherapy had similar clinical benefits to PG chemotherapy in terms of PFS but less neurotoxicity.,RCT
2,27597563,EIC services should be made available to parents who are interested in the service.,RCT
1,25541265,Elaboration of clinical models of inflammation-induced atherogenesis may further advance our knowledge of multiple inflammatory pathways implicated in atherogenesis and provide a useful tool for cardiovascular prevention.,Prospective
2,11451282,Elderly women with a history of falls and with lower SBP levels should have more attention paid to the prevention of falls and related accidents.,Prospective
1,18200463,Electrocautery may be used safely for RA harvesting in the forearm.,RCT
2,24284414,Electronic monitoring of adherence should be used more often in clinical studies.,RCT
0,26278366,"Elevated BMI was associated with a lower risk of PCa, regardless of grade.",Case-Control
0,26272016,Elevated HbA1c â‰¥ 6.5% and perioperative hyperglycemia were associated with an increased rate of major complications after abdominal surgery.,Prospective
0,28732573,Elevated immunoglobulin E and immunoglobulin A levels were independently and positively associated with prediabetes prevalence.,Cross-Sectional
0,28081824,Elevated OxPL-apoB levels predicted recurrent stroke and first major coronary events in patients with prior stroke or transient ischemic attack.,RCT
0,26272016,Elevated peak postoperative glucose levels were correlated with elevated HbA1c and were independently associated with major complications.,Prospective
0,29246363,"Elevated serum concentrations of cardiac biomarkers were common in youth with type 2 diabetes, but their clinical significance is unclear and will require further long-term study.",RCT
0,25304929,Elevated serum triglycerides were associated with increased risk of  prostate cancer recurrence.,Retrospective
0,15867123,Elevated weight and obesity may cause these children significant additional health burdens.,Retrospective
0,8471197,"Eleven out of 38 patients had a spontaneous clinical remission, which appears to be predicted by the absolute lymphocyte count.",Retrospective
1,26403933,"Emotional eating could be a future target for screening and potentially intervening in those with T1DM, as part of a wider treatment package to improve glycaemic control.",Case-Control
2,27419815,Emphasis on the need for testing in HIV+ women is necessary.,Retrospective
1,27553794,Endoscopic band removal can be utilized with patients who have a more advanced BE and migration into the gastric lumen.,Retrospective
1,16246675,"Endoscopic NET placement can be performed at the bedside without the need for oronasal transfer, additional sedation, or fluoroscopy.",RCT
1,16720167,Endoscopic surgery may be an appropriate substitute for stereotactic aspiration.,RCT
2,17661246,Endoscopy personnel should be aware of these gender differences and adjust information and medication accordingly.,RCT
0,27943169,Endothelial dysfunction is associated with high FGF21 in HD patients.,Cross-Sectional
0,19842735,"Endovascular treatment of arterial aneurysms was effective and safe, with an acceptable vascular complication rate and excellent patency of the treated site.",Retrospective
0,17204964,Energy intakes increased with age in children with CF and exceeded that of healthy peers in all age groups.,Case-Control
0,17204964,Energy intakes were unable to meet the clinical demands of children in these age groups.,Case-Control
0,23917922,"English North-South differences in smoking can be explained through  adverse, cross-sectional SEP.",Cross-Sectional
2,22856551,Enhanced screening of LDL-C levels and the use of statins at highest tolerated dose and concomitant combination therapy is recommended in order to achieve LDL-C targets  outlined by current guidelines.,Cross-Sectional
1,26822497,Ensuring sufficient serum 25-hydroxyvitamin D concentrations might play an important role in decreasing the risk of bladder cancer.,Case-Control
0,25391179,Enteropathogens were found in only about half of the patients and the most common cause of PD was secondary lactase deficiency.,Retrospective
0,16905035,Epidemiologic implications are discussed.,RCT
0,27923361,Epidemiological trends are more or less common to those of developing countries with a predominance of invasive ductal carcinoma.,Retrospective
0,28259012,"Epigenetic age acceleration and CpG island methylation have a weak, but statistically significant, association with breast cancer susceptibility.",Case-Control
0,27957600,"ERM was associated with a worsened visual and anatomic response, and VMA with an improved anatomical response particularly when spontaneous VMA release occurred during treatment.",Prospective
1,26748219,ESG could be an alternative to bariatric surgery for selected patients with obesity.,Prospective
0,26748219,"ESG delays gastric emptying, induces early satiation, and significantly reduces body weight.",Prospective
0,24945185,Esophageal dysmotilities had a high prevalence in obese patients.,Prospective
1,25357145,Especially the new treatment with ACP can be highlighted as an alternative and as an easy-to-apply therapy option for clinical practice.,RCT
0,28692646,Established measures of T2D risk remain the best predictor of T2D risk in this population.,Case-Control
0,25496092,Estimated energy requirement and average protein requirement were clinically validated for prevention of nutritional decline and of impaired healing of deep pressure ulcers.,Prospective
0,21672223,Estimates of intracluster correlation for maternal mortality need to be treated with caution and a range of estimates should be used in planning future trials.,RCT
0,30197270,Evaluation at 3 months indicated similar rates of problems in EuroQol (except for pain/discomfort) and World Health Organization Disability Assessment Schedule 2.0 scores were similar.,Prospective
2,20840349,Evaluation of treatment efficacy should address the multiple components of this disease complex; therefore it may be important to consider this composite measure in future trials.,RCT
2,23624448,"Even if SpO2 decreases by only 1% during the procedure and its level remains near 100%, physicians should consider the onset of severe alveolar hypoventilation, which requires immediate intervention.",RCT
0,27729026,"Even though iodine status was progressively worsening with the advancement of pregnancy and iodized salt consumption has not met with the increasing demand for iodine, it was not reflected in the serum TSH level.",Prospective
0,28373442,"Even though the blood coagulation pathway may be activated in more aggressive disease related to an elevated CTC count, in this study, we did not find any association between CTCs and plasma concentrations of tPA.",Prospective
0,28571566,"Even though the majority (77%) had moderate or above moderate knowledge on diabetes, their attitudes towards diabetes was poor (88%).",Cross-Sectional
0,28301592,"Ever consuming alcohol and ever smoking cigarette after starting ART, depression, not adhering to ART and being in the second lowest wealth quintile were significantly associated with malnutrition.",Case-Control
0,28244487,Everolimus based treatment has meaningful activity in heavily pretreated patients with HR-positive MBC but is associated with considerable toxicity and requirement for dose adjustment.,Retrospective
0,27278935,"Evidence  suggests that these reductions were realised by decreasing stress and conflict, improving household well-being, and enhancing womens decision making, self-confidence and freedom of movement.",RCT
1,18241760,"EVR is less invasive but equally effective in the mid-term, albeit at the cost of multiple secondary interventions, and is an appropriate primary treatment for benign SVC syndrome.",Retrospective
0,28817434,EVR with reduced-exposure TAC attenuated weight gain at 1 and 2 years posttransplant compared with a standard TAC immunosuppression regimen.,RCT
0,18572509,"EVR, ETR and SVR were higher in treated woman than in men.",Case-Control
2,29127153,"Excessive secretions are rarely a factor in elective and premedicated intubations, and routine suctioning should be discouraged.",RCT
0,26223368,"Exclusive olive oil consumption was associated with lower risk of coronary artery disease, even after adjusting for adoption of an overall healthy  dietary pattern such as the Mediterranean diet.",Case-Control
0,20881556,Exclusively subcortical cavernomas are highly unlikely to cause epilepsy.,Retrospective
0,15867123,Exercise intolerant and activity restricted children experienced larger increases in absolute BMI and BMI percentile than children with neither exercise intolerance nor activity restriction.,Retrospective
0,21070806,Exercise may have a potentially important advantage for breast cancer prevention compared to other lifestyle or biomedical interventions.,RCT
0,29035883,"Existing studies are heterogeneous, making it difficult to draw broad conclusions.",Cross-Sectional
0,30415075,Expansions of PTV were recommended >2.5 times more often than reductions and >3 times more often than OAR expansions.,Prospective
0,23296434,Explanatory mechanisms for this association between poorer developmental function and older age need to be identified.,RCT
0,15243568,Extension of this approach into a TLA or transcochlear approach will depend on preoperative difficulties and preoperative hearing.,Retrospective
1,27050889,Extrapulmonary manifestations may be useful clues for diagnosis.,Case-Control
0,29032109,Eyes with a robust early response demonstrated â‰¥10-letter long-term gain in BCVA at a significantly higher rate compared to those with poor early response.,Retrospective
0,28534343,"Eyes with better vision at baseline had a more favorable prognosis, whereas eyes with initial macular detachment, intraoperative iatrogenic break, or heavy SO showed more unfavorable outcomes.",Retrospective
2,25824327,Eyes with VMT or VMA treated as needed required on average 2 more injections over 2 years.,RCT
0,24182755,Ezetimibe 20 mg daily reduced total and LDL cholesterol further in patients receiving statin therapy compared with 10 mg daily.,Prospective
0,28279967,Ezetimibe increased the efficiency of reverse cholesterol transport  from rapidly mixing plasma and tissue pools into the stool.,RCT
0,20969785,Failure to do so could have major repercussions on data reliability and jeopardize its utilization.,Prospective
1,23934423,Familial clustering among the husbands relatives demonstrates the fetal genomes importance in genesis of pre-eclampsia.,Case-Control
0,20011720,Family physicians most commonly provide asthma care to these young adults.,Cross-Sectional
2,26484851,"Family preference for data collection approach should be obtained at enrollment, should be modified as needed, and requires flexible options, training, intensive staff/family interaction, and patience.",RCT
0,28483786,Faster aspart and IAsp were confirmed noninferior in a basal-bolus regimen regarding change from baseline in HbA1c.,RCT
0,28483786,Faster aspart improved 1-h PPG with no differences in 2-4-h PPG versus IAsp.,RCT
0,24447492,Fasting time represents an independent factor for reduced LDL cholesterol and elevated triglyceride concentrations.,Cross-Sectional
1,28538546,Fat grafting seems to be a safe procedure after breast conservative treatment for breast cancer patients.,Case-Control
0,25589017,Female gender and rapid weight loss were major risk factors for postoperative cholelithiasis.,Prospective
0,29046325,"Female sex, childhood-onset craniopharyngioma, hydrocephalus and tumour recurrence are important risk factors.",Retrospective
2,21740765,"Female, older age, long disease course, less education and high BMI are all factors caused reduced QOL and patients with these factors should be given more psychological support.",RCT
1,17245174,Fenofibrate may be a potential new therapeutic option for treating insulin resistance following severe burn injury.,RCT
0,25322785,Fetuin A showed a remarkable interaction with nutritional status in  evaluating the risks of CV morbidities in prevalent HD patients.,Prospective
2,28764924,Few events during this long-term follow-up preclude identifying specific features of patients at risk of relapse and illustrate the need for a large data-base.,Prospective
0,26890984,"Few studies have addressed the topic, and the results of these studies provide only limited support for an increased risk of post-operative cognitive dysfunction in patients who are obese.",Prospective
0,27481078,FFM is an independent predictor of exercise capacity and rehospitalisation during 6 months.,Prospective
0,27678435,FH is often underdiagnosed and suboptimally treated in clinical practice.,Retrospective
2,19159726,Fibrinolysis may pose less risk of acute clinical deterioration and should be the first-line therapy for children with empyema.,RCT
1,28738381,"Fibroadenomas and phyllodes tumours differ with regard to various cytological features, aiding in their distinction on fine-needle aspiration biopsy.",Retrospective
1,28743313,"Findings also suggest that treatment monitoring may help to enhance MI\xe2\x80\x89+\xe2\x80\x89BWLP efficacy by guiding a stepped-care approach that identifies individuals for whom additional MI sessions are needed, and when.",RCT
1,26563183,Findings also underscore the importance of conducting research on ways to prevent or reverse declines in physical functioning in this patient population.,Case-Control
1,27828693,Findings confirm that  the illness burden of BED extends to high medication utilization and underscore the importance of thorough medication reviews when treating individuals with BED.,Case-Control
1,22171728,Findings demonstrate the utility of this intervention for smoking reduction and maintenance of reductions over time among a population of college students with elevated depressive symptomatology.,RCT
0,29173604,Findings from the current study support better cardiometabolic benefits of burst exercise compared with MICT over 3 months in patients with newly diagnosed T2D.,RCT
0,29102231,Findings from this study could provide important information when structuring hearing conservation strategies.,RCT
0,29398452,Findings have implications for traditional and technology-assisted voice therapy.,RCT
2,22795645,"Findings have translational implications for conditions associated with early risk for social-emotional growth, including autism and prematurity, without the need to administer drugs to young infants.",RCT
2,25266432,Findings highlight the need for earlier diagnosis and intervention.,RCT
0,22607257,"Findings indicate that if aggression plays a role in problematic driving, it is likely not limited to the road.",Cross-Sectional
0,24203933,Findings may be useful for screening women at risk of relapse and targeting interventions to key variables.,RCT
0,27816856,Findings of this study demonstrated that there was a significant improvement in dietary diversity of adolescents in intervention schools.,RCT
0,22717177,Findings of this study showed that a consumer education program increased participants use of the NRF approach and improved diet quality.,RCT
0,30699858,Findings provide potential new leads for early intervention and prevention strategies.,Cross-Sectional
1,28486972,Findings reinforce the key role of MVPA for childrens health.,Cross-Sectional
0,18070658,Findings should be evaluated in a larger randomized controlled trial.,RCT
2,27782905,"Findings suggest a need for individual, comprehensive survivorship care plans to effectively address symptoms that impact work ability and, ultimately, the quality of life of cancer  survivors.",Cross-Sectional
1,23928167,"Findings suggest the importance of interventions to support adherence that target early non-adherence with LTBI treatment, particularly in the first 2 months, when there is a substantial risk of default.",RCT
1,22706327,Findings support NAC as a pharmacotherapy to complement psychosocial treatment for cannabis dependence in adolescents.,RCT
1,28081885,"Findings support the importance of a healthy combination of lifestyle  behaviors in childhood: low screen time, healthy eating pattern, and balanced daily activity behaviors (physical activity and sedentary behavior).",Cross-Sectional
0,10614261,Findings support the reliability of the PCQ-R and the conceptualization of control.,Cross-Sectional
0,28379325,"Findings warrant replication from a long-term, adequately powered, RCT.",RCT
2,27449358,"First, if funds are to be expended on service-integration approaches, then, given the lack of intervention fidelity found in this study, policymakers need to insist, and therefore fund a) a well-described practice, b) auditing of that practice, c) retention of family participants, and d) examination of family use and outcomes.",RCT
1,15072647,"Flexible ureteroscopy has proven to be the most successful treatment option, and can avoid the need for more invasive procedures.",Retrospective
1,30226889,FLI could be used as a surrogate of CAP.,RCT
0,25369788,FNSS may provide some different information regarding patterns of collapse and retroglossal obstruction from FNMM.,Prospective
0,28086848,"Following intervention development, the PAC intervention was evaluated within a randomized clinical trial.",RCT
0,27286854,"For a full description of these Evidence-Based Medicine ratings, please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266.",Case-Control
2,22071998,"For a laboratory-guided transfusion protocol, massive transfusion protocols should be in place with faster turnaround time for coagulation tests.",RCT
2,27926633,"For clinicians and patients deciding to begin calcium+vitamin D supplementation, current use of hormone therapy should not influence that decision.",RCT
